ProjectName;Key;title_desc;Type;Created;LastUpdatedStatus;LastUpdatedStatusDate;Priority;Storypoint;NumWatchers;NumComments;NumIssueLinks;NumAffectedVersions;NumFixVersions;NumChangeHistory;P;S;R
DOCS;DOCS-10637;limitations atlas vs cloud manager self managed https docs atlas mongodb com create new cluster dont mention common items configurable self managed cloud manager today yet available atlas caused pain atlas migration consulting packages customers expect able seamless migration find work involved make application configurable atlas example must enable tls ssl cannot select region backups restore apis cannot multiple vpcs per group;Task;2017-08-04T12:58:21.000+0000;Closed;2018-09-25T15:41:10.000+0000;Major - P3;0.1;3;2;0;0;0;21;1;0;4
DOCS;DOCS-10648;clarify bypassdocumentvalidation apply mapreduce inline mode mapreduce https docs mongodb com manual reference command mapreduce documentation currently states bypassdocumentvalidation bq optional enables mapreduce bypass document validation operation lets insert documents meet validation requirements may helpful specify option irrelevant mapreduce returning results inline one possible edge case earlier versions mongodb believe mapreduce created temporary collections jsmode false default value irrespective inline mode assuming current versions still create temporary collections wonder edge case document validation could enabled one collections mapreduce running cause failures bypassdocumentvalidation set assuming also bypassdocumentvalidation would apply writes temporary collections likely something ask server engineer thats familiar mapreduces inner workings;Improvement;2017-08-07T21:07:49.000+0000;Closed;2018-01-26T21:03:27.000+0000;Minor - P4;0.2;2;2;0;0;0;8;0;0;7
DOCS;DOCS-10687;docs server 12816 support dates 1970 windows h1 documentation request summary documentation summary engineering ticketh1 engineering ticket descriptionseveral users reported issues stack overflow gmtime failed errors dealing dates 1970 windows environments additionally stated wasnt existing jira issue track problem wanted create see http stackoverflow com questions 13903687 http stackoverflow com questions 21869602;Task;2017-08-16T19:40:57.000+0000;Closed;2017-10-19T16:01:35.000+0000;Major - P3;0.1;2;2;1;0;1;12;1;0;4
DOCS;DOCS-10705;explain mongodump oplog works full dumps oplog option cannot used db use well mongodump host raw jaguar local27000 db load oplog2017 08 22t143318 503+0200failed bad option oplog mode supported full dumpsthe documentation https docs mongodb com manual reference program mongodump #options oplog option mention restriction;Improvement;2017-08-22T12:36:43.000+0000;Closed;2017-11-29T19:53:55.000+0000;Major - P3;0.1;2;1;1;1;0;12;1;0;4
DOCS;DOCS-10738;docs server 8164 isodate doesnt handle years less 100 properly h1 documentation request summary isodate page never mentions supported ranges formats please look test cases supported https github com mongodb mongo blob master jstests aggregation bugs server8164 jsh1 engineering ticket descriptionisodate parsing dates year less 100 improperly treating offsets 1900;Task;2017-08-30T01:54:33.000+0000;Closed;2017-10-10T19:36:12.000+0000;Major - P3;0.5;1;1;1;0;1;11;1;0;4
DOCS;DOCS-10769;mention dedicated restore daemons part highly available backups often advise customers dedicated restore daemons least mentioned page https docs opsmanager mongodb com current tutorial configure backup high availability cant find option discussion merits anywhere documentation amend page follows configure high availability scale deployment horizontally using multiple backup daemons add dedicated restore daemons configuring daemons focus restore jobs exclusively provide failover ops manager application database backup database deploying replica sets dedicated mongodb processes host databases youll need add heading dedicated restore daemonsto increase speed restore times often advantageous add dedicated restore daemons particularly multiple backup jobs per daemon configure dedicated restore daemons need adjust settings per backup daemon daemon configuration page link https docs opsmanager mongodb com current core administration interface index html#daemons page page https docs opsmanager mongodb com current core administration interface index html#daemons page please amend linerestore jobsallows daemon take restore jobs restore jobs allows daemon take restore jobs box checked daemon limited exclusively restore requests;Improvement;2017-09-07T12:45:45.000+0000;Closed;2017-10-05T19:21:01.000+0000;Critical - P2;0.2;2;1;0;0;0;16;2;0;1
DOCS;DOCS-10770;update setup vpc peering connection atlas p address ranges fell docs 10381 procedure https docs atlas mongodb com security vpc peering following errors omission step 3 suggests illegal vpc cider blocks vpc id aws accept 10 0 0 0 8 and172 16 0 0 12 16 lowest acceptable prefix separately step 6 neglects inform user must also associate peering connection id atlas atlas cidr id;Task;2017-09-07T16:37:21.000+0000;Closed;2018-02-06T19:04:51.000+0000;Major - P3;0.2;2;4;0;0;0;27;1;0;4
DOCS;DOCS-10789;docs server 19605 oplog timeout configurable h1 documentation request summary added new server parameter oploginitialfindmaxseconds configures long initial find command oplog waits times h1 engineering ticket description paneltitleissue status march 1 2017 bordercolor#ccc titlebgcolor#6cb33f bgcolor#eeeeee intend provide functionality 3 5 development cycle evaluate feasibility backporting mongodb 3 4 please aware log message typically symptomatic overloaded primary therefore increasing oplog timeout may prevent messages logged would likely resolve replication lag observed mongodb related support discussion would recommend posting mongodb user group http groups google com group mongodb user stack overflow mongodb tag http stackoverflow com questions tagged mongodb question resolve replication lag involves discussion would best posted mongodb users group panel h6 original descriptionwe encountered situation secondaries two replica sets ceased replication 1 2 days behind primary appears caused part fact initial oplog query secondary primary times 30 seconds oplog query takes 5 minutes run searching led jira server 6733 timeout reduced 10 minutes 30 seconds workaround building custom binary increased oplog timeout initial oplog query allowed complete secondaries chance catch ideally value would configurable flag configuration option avoid need recompile allow users customize timeout particular situation fairly large oplog noformat db printreplicationinfo configured oplog size 143477 3826171875mblog length start end 1620689secs 450 19hrs oplog first event time wed jul 08 2015 231124 gmt+0000 utc oplog last event time mon jul 27 2015 172253 gmt+0000 utc mon jul 27 2015 172253 gmt+0000 utc noformat sample queries issued secondaries timing noformat mon jul 27 163244 469 conn5987144 query local oplog rs query ts gte timestamp 1437813467000 94 cursorid1368021807027379 ntoreturn0 ntoskip0 nscanned4205713 nscannedobjects4205713 keyupdates0 numyields33130 locks micros r38390680 nreturned101 reslen25310 1361497msmon jul 27 163245 037 conn5987146 query local oplog rs query ts gte timestamp 1437813467000 94 cursorid1368020207769978 ntoreturn0 ntoskip0 nscanned4205713 nscannedobjects4205713 keyupdates0 numyields33131 locks micros r38186447 nreturned101 reslen25310 1362020ms noformat;Task;2017-09-14T12:11:08.000+0000;Closed;2017-11-14T20:10:59.000+0000;Major - P3;0.5;2;1;1;0;3;14;1;0;4
DOCS;DOCS-10638;add note mongodb installation windows exiting prompts starting executing net start mongodb need exit command prompts executing instances else show error startreporter shammi hanse mail mailtoshammihans1 gmail com;Sub-task;2017-08-04T16:05:34.000+0000;Closed;2018-06-16T04:47:40.000+0000;Major - P3;0.1;0;2;0;0;0;11;1;0;4
DOCS;DOCS-10806;remove incremental phrasing blockstore definition please remove incremental terminology blockstore ops manager perform incremental backups sense blocks deduplicated;Bug;2017-09-19T13:21:16.000+0000;Closed;2017-11-16T22:49:26.000+0000;Trivial - P5;0.1;2;3;0;0;0;11;0;0;7
DOCS;DOCS-10466;note determine windows version installing mongodb windows importantif running edition windows server 2008 r2 windows 7 please install hotfix resolve issue memory mapped files windows determine running edition windows server 2008 r2 windows 7;Sub-task;2017-06-30T01:45:52.000+0000;Closed;2018-06-12T14:51:55.000+0000;Major - P3;0.1;4;3;0;0;0;14;1;0;4
DOCS;DOCS-10443;clarify migrate data button displayed image suggests step performed viewing cluster xxxx#cluster details view ellipses button exposing migrate data cluster available cluster overview xxxx#cluster inside cluster details page;Bug;2017-06-27T18:52:00.000+0000;Closed;2018-03-15T14:49:50.000+0000;Minor - P4;0.2;2;2;0;0;0;15;0;0;7
DOCS;DOCS-10207;event types arent appearing api documentation https docs opsmanager mongodb com current reference api global alerts example host_restarted;Improvement;2017-05-03T10:06:48.000+0000;Closed;2018-12-20T06:04:28.000+0000;Major - P3;0.8;4;4;0;0;0;34;1;0;4
DOCS;DOCS-10216;om 3 4 3 restore settings conflict following customer question add specifics om restore overview page https docs opsmanager mongodb com current core restore overview quote certain conditions automated restore fails destination database uses settings different settings backup quote settings referred herei believe settings referred general mongodb configuration options likestorage engine type mmapv1 wiredtiger encryption rest parametersdirectoryperdbcan clarify pagethanksannette;Improvement;2017-05-05T13:48:54.000+0000;Closed;2017-06-20T04:05:29.000+0000;Major - P3;0.3;3;2;0;1;0;18;1;0;4
DOCS;DOCS-10233;fix yaml format mongodb windows mongod cfg example part setting mongod cfg file needs stated yaml file tabs recognized paths used need enclosed double quotes backslashes escaped appropriate example displayed would noformat systemlog destination file path cdatamongod logstorage dbpath cdatadb noformat answer found stackoverflow athttp stackoverflow com questions 37352869 getting parser error yaml config mongodb installthis question almost 1000 views;Sub-task;2017-05-09T19:30:23.000+0000;Closed;2018-06-06T14:39:54.000+0000;Major - P3;0.2;3;0;0;0;0;14;1;0;4
DOCS;DOCS-10248;revise displayed command mongodb installation windows commands installing mongodb windows service truncated documentation send complete commands;Sub-task;2017-05-12T19:08:26.000+0000;Closed;2018-06-06T16:10:03.000+0000;Minor - P4;0.2;2;0;0;0;0;13;0;0;7
DOCS;DOCS-10263;disagreement atlas drivers page refers drivers libraries page discuss connecting via drivers downloads offer actually closely related software libraries sdks drivers say employee cdata software www cdata com produces standards based drivers www cdata com drivers mongodb understood data software industries company produce products refer drivers https www progress comhttp www simba comit would benefit discuss 3rd party drivers presenting available options connecting mongodb data refer products libraries sdks thanks;Bug;2017-05-16T14:43:27.000+0000;Closed;2018-01-29T04:47:38.000+0000;Trivial - P5;0.2;2;1;0;0;0;10;0;0;7
DOCS;DOCS-10293;production cluster must encrypted perform automated restore encrypted backup product clusters must encrypted perform automated restore encrypted backup ops manager furthermore nodes cluster must encrypted production automation configuration must match backup configuration docs dont mention anything clear trouble performing automated restore;Task;2017-05-22T22:06:07.000+0000;Closed;2018-03-10T05:37:39.000+0000;Major - P3;0.5;1;2;0;0;0;23;1;0;4
DOCS;DOCS-10306;typos bi docs doc ref https docs mongodb com bi connector master #sql compability typo cited sql compability probably intended sql compatibility present subheading anchor reference https docs mongodb com bi connector master #sql compability additionally words bi version 2 0 0 may need revised bi version 2 x perhaps appears 2 1 current docs branch;Task;2017-05-25T06:18:22.000+0000;Closed;2017-06-30T13:49:45.000+0000;Major - P3;0.1;2;0;0;0;0;16;1;0;4
DOCS;DOCS-10465;note edition information mongodb windows install overviewuse tutorial install mongodb community edition windows systems community edition add explanation use community edition editions available use;Sub-task;2017-06-30T01:44:23.000+0000;Closed;2018-06-14T21:51:41.000+0000;Major - P3;0.1;2;2;0;0;0;16;1;0;4
DOCS;DOCS-10314;docs server 29352 disable snmp integration os x enterprise builds h1 documentation request summary need document snmp support disabled os x enterprise builds 3 2 3 4 h1 engineering ticket descriptionin macos sierra net snmp runtime libraries linked system private copy libressl mongodb runtime dependency system copy openssl libcrypto means impossible safely load snmp support libraries address space ssl enabled enterprise build apparent solution disable snmp support os x enterprise builds including retroactively withdrawing support feature mongodb 3 2 3 4 find support feature widely needed may able introduce vendoring copy net snmp however unclear much use snmp support gets os x since widely used production database server platform;Task;2017-05-25T17:31:52.000+0000;Closed;2017-10-06T16:00:30.000+0000;Major - P3;0.5;1;3;1;0;3;13;1;0;4
DOCS;DOCS-10359;rs printslavereplicationinfo may show negative values executed secondary expected situations rs printslavereplicationinfo may return negative values example consider sequence something like this120000 00 primary writes op120100 00 heartbeat updates secondarys view primary every 2s wont list all120000 10 secondary replicates op nice fast system 120500 00 primary takes real write120500 10 secondary replicates real write121000 00 nothing op skipped121900 00 heartbeat secondary sees primary op time 120500122000 00 primary writes op122000 10 secondary replicates op replication status get 15s lag 122100 00 heartbeat secondary sees primary op time 122000we clarify lag reported secondaries may representative cluster health e negative values indicate secondary ahead primary additionally clarify generally advisable run rs printslavereplicationinfo primary;Improvement;2017-06-06T19:53:41.000+0000;Closed;2018-09-06T15:02:30.000+0000;Major - P3;0.5;3;3;1;0;0;13;1;0;4
DOCS;DOCS-10375;change description connectfromfield table graphlookup https docs mongodb com manual reference operator aggregation graphlookup describing attribute connectfromfield read _optionally connectfromfield may array field names individually followed traversal process _i think statement match implementation allows string simple field path expression issue doc implementation;Bug;2017-05-26T22:36:04.000+0000;Closed;2018-07-26T03:09:35.000+0000;Trivial - P5;0.1;7;6;1;1;0;17;0;0;7
DOCS;DOCS-10392;enhance configure ssl connections ops manager tutorial page configure ssl connections ops manager mention requirement restart ops manager ssl configuration applied refer https docs opsmanager mongodb com current tutorial configure ssl connection web interface also link describing next required steps enable ssl automation agent would also helpful specifically https docs opsmanager mongodb com current reference automation agent #mms ssl settingsand instructions also update base urihttps docs opsmanager mongodb com current reference automation agent #asetting mmsbaseurl;Improvement;2017-06-14T20:39:17.000+0000;Closed;2018-05-31T14:50:15.000+0000;Major - P3;0.3;1;3;0;0;0;23;1;0;4
DOCS;DOCS-10400;backup agent docs need clarification around x509 cm cloud manager documentation x 509 backup agent https docs cloudmanager mongodb com tutorial configure backup agent x509 states mongodb enterprise build required use backup agents cloud manager appear case since mongodb 3 0 community builds include ssl x 509 support none x 509 docs reference limitation https docs mongodb com manual core security x 509 perhaps move paragraph note block specifically still using 2 6 cm;Task;2017-06-16T16:18:40.000+0000;Closed;2018-01-30T03:33:27.000+0000;Major - P3;0.3;2;3;0;0;0;17;1;0;4
DOCS;DOCS-10405;add swappiness0 recommendation production notes hi swappiness linux kernel setting influences behavior virtual memory manager needs allocate swap ranging 0 100 setting 0 tells kernel swap avoid memory problems setting 100 tells swap aggressively disk kernel version 3 5 well kernel version 2 6 32 303 value 0 may cause swap used best recommend setting 1;Task;2017-06-18T10:50:16.000+0000;Closed;2018-03-05T23:14:34.000+0000;Major - P3;0.3;6;4;1;0;0;17;1;0;4
DOCS;DOCS-10420;comment mms tutorial use http proxy https docs opsmanager mongodb com current tutorial use http proxy specify changes made ui admin general ops manager config miscellaneous page conf mms properties file avoided possible use ui;Bug;2017-06-22T12:54:01.000+0000;Closed;2017-08-17T16:03:20.000+0000;Major - P3;0.1;1;2;0;0;0;25;1;0;4
DOCS;DOCS-10422;tell user correctly create cfg file mongodb windows service got tripped following configure windows service mongodb https docs mongodb com v3 0 tutorial install mongodb windows #configure windows service mongodb tutorial resulted command line parsing incorrect configuration file windows append file extension based file format service parsing command line file named mongod cfg file actually named mongod cfg txt however sc would still return sc createservice success message please add step include command create example file correct format code echo null mongod cfg code;Sub-task;2017-06-22T19:19:04.000+0000;Closed;2018-06-20T05:45:50.000+0000;Minor - P4;0.1;2;2;0;0;0;11;0;0;7
DOCS;DOCS-10328;please clarify head databases local storage putting head db remote storage regardless filesystem leads quickly either backups slow backups dont work 4 operating system specific installation guides ops manager theres step titled# run ops manager backup configure backup daemon backup storage ## ops manager server activated backup daemon create directory store head databases directory must be## dedicated disk partition used purpose request change text dedicated disk partition used purpose dedicated local disk partition used purpose;Improvement;2017-05-30T15:01:26.000+0000;Closed;2017-06-20T04:06:05.000+0000;Major - P3;0.2;4;2;0;0;0;19;1;0;4
DOCS;DOCS-10176;os x example manual download via curl points non ssl non latest version mongodb os x instructions manual installation via curl include example downloading latest release via shell https docs mongodb com manual tutorial install mongodb os x #download binary files desired release mongodbhowever provided tgz link latest 3 4 2 vs 3 4 4 include sslthis link updated point ssl distribution matching download center default accurately described downloading specific version rather latest actually linked latest production version would also helpful make download center url https www mongodb com download center step hyperlink instead static text;Improvement;2017-04-26T11:27:47.000+0000;Closed;2017-10-10T19:43:33.000+0000;Critical - P2;0.5;3;3;1;0;0;13;2;0;1
DOCS;DOCS-10826;update flushrouterconfig documentation describe metadata cache documentation flushrouterconfig mention command clears chunk metadata cache future commands retrieve updated chunk metadata demand;Task;2017-09-25T19:19:39.000+0000;Closed;2018-03-18T04:12:52.000+0000;Major - P3;0.2;2;0;1;0;0;13;1;0;4
DOCS;DOCS-10847;docs server 4941 collection rename may replicate clone properly initial sync h1 documentation request summary renames longer result initial sync failing https docs mongodb com manual core replica set sync h1 engineering ticket description paneltitleissue status sep 25 2017 bordercolor#ccc titlebgcolor#6cb33f bgcolor#eeeeee issue description impactduring initial sync renamecollection operation found oplog application initial sync process aborted restarted prevent data divergence replica set nodes see example addition renamecollection command https docs mongodb com manual reference command renamecollection #dbcmd renamecollection operations aggregations using https docs mongodb com manual reference operator aggregation mapreduce output collection https docs mongodb com manual reference method db collection mapreduce #out options may implicitly use renamecollection operations create output collections users attempt resync node https docs mongodb com manual core replica set sync process complete run operations may see initial sync process abort restart extreme cases e g users constantly running aggregations new collections initial sync operations may never complete diagnosis affected versionsthis change made server 26117 affects mongodb 3 2 12 newer initial sync users may encounter following error message noformat 2017 09 05t175604 348+0000 e repl repl writer worker 5 error applying operation oplogoperationunsupported applying renamecollection supported initial sync ts timestamp 1504588941000 592 h 4948566672906734558 v 2 op c ns graphs cmd renamecollection graphs tmp agg_out 989 graphs graphs_temp staytemp false droptarget true ts timestamp 1504588941000 592 h 4948566672906734558 v 2 op c ns graphs cmd renamecollection graphs tmp agg_out 989 graphs graphs_temp staytemp false droptarget true 2017 09 05t175604 348+0000 e repl replication 168 failed apply batch due oplogoperationunsupported error applying batch applying renamecollection supported initial sync ts timestamp 1504588941000 592 h 4948566672906734558 v 2 op c ns graphs cmd renamecollection graphs tmp agg_out 989 graphs graphs_temp staytemp false droptarget true noformat rationaleprior server 26117 allowing renamecollection operation complete could cause data divergence heres example situation may occur using aggregation# user performs aggregation test foo using test aggresults collection # aggregation starts generating results writes documents b temporary test tmp agg_out 1 collection # user adds node replica set node begins initial sync process # initial syncing node records minvalid lists databases collections needs clone discovers test tmp agg_out 1 # users aggregation continues writing documents c test tmp agg_out 1 # users aggregation completes renaming test tmp agg_out 1 test aggresults # initial sync clones collections knows test database includes attempt clone test tmp agg_out 1 however discovers documents sync source collection already renamed test aggresults sync source # note initial syncing node attempt clone test aggresults collection didnt exist listed collections needed clone step 4 # initial sync finishes data cloning moves oplog application replicates inserts documents c test tmp agg_out 1 implicitly creates collection # initial sync encounters renamecollection oplog entry proceeds renaming copy test tmp agg_out 1 test aggresults # initial sync finishesat point test aggresults collection primary sync source contains documents b c newly added node however collection contains documents c believes consistent primary caught reads node return incomplete results additionally user writes documents b may cause newly added node crash wont record b remediation workaroundsusers renamecollection aggregation affected behavior need pause use features order completean initial sync operation users mapreduce may also pause mapreduce operations alternatively may use output collection action https docs mongodb com manual reference method db collection mapreduce #output collection action workaround avoids renamecollection operation performed internally option mapreduce example noformat db outputcollection drop output collection cant empty insert marker documentdb outputcollection insert marker1 db mycollection mapreduce mymapfunction myreducefunction merge outputcollection noformat fix version fix behavior included mongodb 3 6 panel;Task;2017-09-27T15:47:23.000+0000;Closed;2017-12-04T18:21:35.000+0000;Major - P3;0.2;1;2;1;0;1;18;1;0;4
DOCS;DOCS-10954;specify memory storage engine mongodb enterprise inmemory available enterprise 3 4 https groups google com forum #topic mongodb user atsjko6_m9sthe docs page possibly warning banner mongod error treats regular unrecognized command code unrecognized option storage inmemory engineconfig inmemorysizegbtry mongod help information code;Improvement;2017-10-27T16:13:11.000+0000;Closed;2017-11-11T05:42:35.000+0000;Minor - P4;0.1;1;0;0;0;1;11;0;0;7
DOCS;DOCS-10954;specify memory storage engine mongodb enterprise inmemory available enterprise 3 4 https groups google com forum #topic mongodb user atsjko6_m9sthe docs page possibly warning banner mongod error treats regular unrecognized command code unrecognized option storage inmemory engineconfig inmemorysizegbtry mongod help information code;Improvement;2017-10-27T16:13:11.000+0000;Closed;2017-10-28T04:19:47.000+0000;Minor - P4;0.1;1;0;0;0;1;11;0;0;7
DOCS;DOCS-10956;change reference time day example edit backup ops cloud reference time day example incorrect enter timestamp next occurrence time next snapshot default 24 hour snapshot schedule often work tomorrow x time 6 hour snaphot window could work today x time long x time next snapshot due taken;Bug;2017-10-27T17:01:03.000+0000;Closed;2018-02-20T16:48:29.000+0000;Minor - P4;0.2;2;2;0;0;0;16;0;0;7
DOCS;DOCS-10958;shell networkmessagecompressors disabled default argument specified related server 31642 shell snappy compression disabled unless users specifically execute shell option networkmessagecompressorssnappy;Improvement;2017-10-27T19:39:35.000+0000;Closed;2017-12-05T20:49:53.000+0000;Minor - P4;0.25;1;1;1;0;1;13;0;0;7
DOCS;DOCS-10966;incorrect shard key cardinality picture low cardinality image https docs mongodb com manual core sharding shard key #shard key cardinality section shows docs x1 goes shard range minkey x 1 instead shard b range 1 x 2;Bug;2017-10-30T15:20:55.000+0000;Closed;2017-11-03T21:44:02.000+0000;Minor - P4;0.5;3;2;1;0;0;13;0;0;7
DOCS;DOCS-10967;add authentication restrictions createrole updaterole authentication restrictions attached roles necessary externally authorized users user document representations mongodb user authenticates authorization restrictions checked authenticate restrictions met ever restriction attached inherited roles met syntax createrole updaterole identical createuser updateuser;Improvement;2017-10-30T15:29:22.000+0000;Closed;2017-11-28T18:13:45.000+0000;Major - P3;1.0;3;3;1;0;0;10;1;0;4
DOCS;DOCS-10972;add link free tier limitations command limitations section customer raised support ticket able use upgrading m0 m2 looked command limitations free tier clusters https docs atlas mongodb com unsupported commands index html section mongodb atlas documentation clear m2 limitations m0 perhaps link back atlas m0 free tier m2 m5 limitations https docs atlas mongodb com create new cluster index html#service m0 free tier m2 m5 limitations section documentation first sentence would make obvious user;Task;2017-11-02T02:14:42.000+0000;Closed;2018-09-11T21:55:00.000+0000;Minor - P4;0.1;1;1;0;0;0;11;0;0;7
DOCS;DOCS-10953;add docs mongostats interactive option mode well missing usedeprecatedjsonkeys option h1 documentation request summary documentation summary engineering ticketh1 engineering ticket descriptionit would useful able specify names servers highlight mongostat output jump bit difficult see right side metrics specific server list use case im watching 1 particular server cluster 12;Task;2017-07-18T17:14:45.000+0000;Closed;2017-12-12T20:50:13.000+0000;Major - P3;1.0;2;2;1;0;2;16;1;0;4
DOCS;DOCS-10985;regression 3 4 docs explain healthy members alerting like 2 0 docs ops manager 2 0 documentation provides explanation constitutes healthy replica set member https docs opsmanager mongodb com v2 0 reference alerts #number healthy members https docs opsmanager mongodb com v2 0 reference alerts #number healthy members _a replica set member healthy state reported rs status output either primary secondary hidden secondaries arbiters counted _however important information missing ops manager 3 4 documentation cloud manager documentation find alternative location might moved https docs opsmanager mongodb com v3 4 reference alerts #replica set alerts https docs opsmanager mongodb com v3 4 reference alerts #replica set alerts https docs cloudmanager mongodb com reference alerts #replica set alerts https docs cloudmanager mongodb com reference alerts #replica set alerts;Bug;2017-11-06T14:45:48.000+0000;Closed;2018-08-29T16:31:16.000+0000;Minor - P4;0.3;3;3;0;0;0;26;0;0;7
DOCS;DOCS-10988;missing words built roles page introductory paragraph database roles section https docs mongodb com manual reference built roles index html#all database roles needs rewrite make clear database roles apply databases except local config;Bug;2017-11-06T19:51:11.000+0000;Closed;2017-11-28T21:13:28.000+0000;Trivial - P5;0.1;1;1;0;1;1;10;0;0;7
DOCS;DOCS-10994;code blocks tutorial query documents dont intially load examples mongodb colons see nothing although examples sql;Bug;2017-11-08T16:18:32.000+0000;Closed;2017-11-08T23:53:00.000+0000;Blocker - P1;0.25;2;1;2;0;0;18;2;0;1
DOCS;DOCS-11002;make oplog queries point equality ts field use getoplogstarthack server 29843 h1 documentation request summary documentation summary engineering ticketh1 engineering ticket descriptiondoing point queries ts field slow oplog oplog indexes wt hack allows binary search ts field enabled query predicate top level gt gte needed retryable writes order fast lookup oplog entries traversing write history within transaction;Task;2017-11-09T16:25:39.000+0000;Closed;2018-01-23T16:46:16.000+0000;Major - P3;0.5;1;1;1;0;1;17;1;0;4
DOCS;DOCS-11008;merge content page built roles content theres lot overlapping content two pages https docs mongodb com manual reference built roles https docs mongodb com manual core security built roles single source content blurbs single file reference pages;Task;2017-11-10T21:39:58.000+0000;Closed;2018-05-07T22:33:50.000+0000;Minor - P4;0.5;1;1;0;0;0;13;0;0;7
DOCS;DOCS-11009;create bi connector 2 3 0 release notes please add bi connector 2 3 0 release notes;Improvement;2017-11-12T22:19:50.000+0000;Closed;2017-11-14T02:43:29.000+0000;Major - P3;0.2;2;0;0;0;1;10;1;0;4
DOCS;DOCS-11010;mongorestore access control docs date 3 2 11 3 4 0 mongorestore use oplogreplay restore role custom role anyaction anyresource required reference server 25994at minimum pages affected https docs mongodb com manual tutorial backup restore tools index html#access control https docs mongodb com manual reference program mongorestore #required access https docs mongodb com manual reference built roles index html#restoreother pages may issue well didnt exhaustive search;Bug;2017-11-13T16:41:32.000+0000;Closed;2018-06-07T14:20:41.000+0000;Minor - P4;0.3;1;2;2;0;0;22;0;0;7
DOCS;DOCS-11012;docs server 31777 explicitly deactivate logical sessions fcv34 h1 documentation request summary causes commands fail pass lsid fcv 3 4also prevents ismaster return logicalsessiontimeoutminutes fcv 3 4h1 engineering ticket descriptionas jmikola explained spec 974 quote case feature compatibility downgraded believe still risk client believes server supports sessions retryable writes consider sdam initialized driver monitors primary sees wire version logicalsessiontimeoutminutes indicates server feature compatibility 3 6 driver executes write command includes lsid txnnumber fields response command lost transit driver needs retry retry attempt made server downgraded feature compatibility mode 3 4 retried write command includes lsid txnnumber primary operating 3 4 feature compatibility mode ignore fields apply write second time example considers downgrade first retry attempt similar race condition exists downgrade happen drivers last monitoring round issuing ismaster commands writes first attempt think least one following may ensure risk ever applying write multiple times server must close connections feature compatibility mode downgraded 3 6 server raise error write command includes lsid txnnumber feature compatibility mode 3 6 enabled believe error reporting second bullet worth implementing regardless would consistent already done commands include collation option 3 4 server server feature compatibility mode 3 4 enabled quote additionally 3 6 server operating fcv 3 4 suppress logicalsessiontimeoutminutes ismaster response originally reported server 31738;Task;2017-11-14T00:23:18.000+0000;Closed;2018-07-26T03:09:23.000+0000;Major - P3;0.25;1;1;1;0;1;12;1;0;4
DOCS;DOCS-10986;create landing page migration users still running mmapv1 landing page titled migrate mmapv1 wiredtiger storage engine something like include information deprecation mmapv1 3 8 removal 4 0 links existing wt migration pages https docs mongodb com manual tutorial change standalone wiredtiger etc information supported way convert outstanding mmapv1 databases wiredtiger mentioned https jira mongodb org browse pm 713;Task;2017-11-06T16:22:37.000+0000;Closed;2018-06-05T20:02:50.000+0000;Major - P3;1.0;6;15;1;0;0;12;1;0;4
DOCS;DOCS-10830;change repair option recover standalone point mongod option https docs mongodb com manual tutorial recover data following unexpected shutdown points https docs mongodb com manual reference program mongodump #cmdoption repairbut point tohttps docs mongodb com manual reference program mongod #cmdoption repair;Bug;2017-09-26T15:54:00.000+0000;Closed;2018-07-26T03:09:11.000+0000;Major - P3;0.1;2;2;0;0;0;9;1;0;4
DOCS;DOCS-10948;add details ops manager needs go offline build index documentation https docs opsmanager mongodb com current tutorial create indexes statethe automation agent sequentially take individual node replica set cluster offline build indexes looking code see conditions indexes still built background clarify different condition doc explicitly say indexes built foreground;Improvement;2017-10-26T08:40:16.000+0000;Closed;2017-12-06T20:31:50.000+0000;Major - P3;0.3;5;5;0;0;0;12;1;0;4
DOCS;DOCS-10945;docs tools 896 add noheaderline option mongoexport please h1 documentation request summary documentation summary engineering ticketh1 engineering ticket descriptioni noticed mongoimport tool option headerline mongoexport fact want export collection csv format use hive first line fields data process big file removing first line reviewed code mongoexport github master branch still problem write headerserr exportoutput writeheader err nil return 0 err think mongoexport need add option like mongoimports headerline;Task;2017-07-18T17:13:47.000+0000;Closed;2017-12-12T20:50:10.000+0000;Minor - P4;0.2;2;2;1;0;2;14;0;0;7
DOCS;DOCS-10848;add additional bullet point fqdn prerequisites using automation deployment prerequisites page https docs opsmanager mongodb com current tutorial provisioning prep index html#server networking access server networking access section please add third bullet ssl certificates used mongodb must issued fqdn server include fqdn subject alternative name note bullet doesnt actually fit grammatically structure bullets ill let sort ou;Task;2017-09-28T02:35:57.000+0000;Closed;2017-10-12T15:24:06.000+0000;Major - P3;0.1;1;2;0;0;0;17;1;0;4
DOCS;DOCS-10851;fix enabling ssl ops cloud manager docs https docs opsmanager mongodb com current tutorial enable ssl deployment top saysbq ssl settings apply deployments managed ops manager later page https docs opsmanager mongodb com current tutorial enable ssl deployment #enable ssl group says bq manage ssl non ssl mongodb deployments group bq prior ops manager version 2 0 3 enable ssl mongodb deployments group managed ops manager must use ssl think first sentence top inaccurate removed similarly cloud mgr docs also need updated https docs cloudmanager mongodb com tutorial enable ssl deployment;Bug;2017-09-29T05:11:03.000+0000;Closed;2018-02-27T02:41:01.000+0000;Major - P3;0.3;3;2;0;0;0;26;1;0;4
